# 1: Bin number
# 2: r
# 3: g(r)
0	0.025	0
1	0.075	0
2	0.125	0
3	0.175	0
4	0.225	0
5	0.275	0
6	0.325	0
7	0.375	0
8	0.425	0
9	0.475	0
10	0.525	0
11	0.575	0
12	0.625	0
13	0.675	0
14	0.725	0
15	0.775	0
16	0.825	0
17	0.875	0
18	0.925	0
19	0.975	0.418462
20	1.025	2.65048
21	1.075	4.06207
22	1.125	5.34358
23	1.175	4.49514
24	1.225	4.13573
25	1.275	3.37725
26	1.325	3.03656
27	1.375	2.18847
28	1.425	2.23352
29	1.475	1.75552
30	1.525	1.67652
31	1.575	1.70008
32	1.625	1.20534
33	1.675	1.27626
34	1.725	1.17661
35	1.775	1.51536
36	1.825	1.26623
37	1.875	1.1996
38	1.925	1.1381
39	1.975	1.36681
40	2.025	1.06729
41	2.075	1.23825
42	2.125	1.44499
43	2.175	1.19429
44	2.225	0.94834
45	2.275	1.01474
46	2.325	1.04517
47	2.375	1.08627
48	2.425	1.15019
49	2.475	0.974285
50	2.525	1.14826
51	2.575	0.85208
52	2.625	1.06244
53	2.675	1.06758
54	2.725	1.01805
55	2.775	1.0437
56	2.825	1.04696
57	2.875	1.059
58	2.925	0.985902
59	2.975	1.15084
60	3.025	1.00006
61	3.075	0.816323
62	3.125	0.953381
63	3.175	1.042
64	3.225	1.01759
65	3.275	0.934824
66	3.325	1.03648
67	3.375	0.943123
68	3.425	1.05824
69	3.475	1.12027
70	3.525	0.960629
71	3.575	0.965079
72	3.625	1.21115
73	3.675	1.18431
74	3.725	0.84304
75	3.775	0.904617
76	3.825	0.968146
77	3.875	1.01752
78	3.925	1.00726
79	3.975	1.04251
80	4.025	1.04133
81	4.075	0.939259
82	4.125	1.06628
83	4.175	0.931327
84	4.225	1.13231
85	4.275	1.07985
86	4.325	0.978455
87	4.375	1.00611
88	4.425	0.938795
89	4.475	1.00536
90	4.525	1.02601
91	4.575	0.984699
92	4.625	1.03049
93	4.675	0.953947
94	4.725	0.95525
95	4.775	1.0959
96	4.825	1.03912
97	4.875	1.04135
98	4.925	0.938296
99	4.975	1.05457
