# 1: Bin number
# 2: r
# 3: g(r)
0	0.025	0
1	0.075	0
2	0.125	0
3	0.175	0
4	0.225	0
5	0.275	0
6	0.325	0
7	0.375	0
8	0.425	0
9	0.475	0
10	0.525	0
11	0.575	0
12	0.625	0
13	0.675	0
14	0.725	0
15	0.775	0
16	0.825	0
17	0.875	0
18	0.925	0
19	0.975	0.251077
20	1.025	1.8932
21	1.075	4.8194
22	1.125	5.78364
23	1.175	4.09173
24	1.225	3.49946
25	1.275	3.37725
26	1.325	3.58042
27	1.375	2.1043
28	1.425	2.27271
29	1.475	1.75552
30	1.525	1.84759
31	1.575	2.02085
32	1.625	1.56694
33	1.675	0.907566
34	1.725	1.47077
35	1.775	0.88396
36	1.825	1.17067
37	1.875	1.31277
38	1.925	1.18105
39	1.975	1.08121
40	2.025	1.1061
41	2.075	1.1828
42	2.125	1.05731
43	2.175	1.22793
44	2.225	1.23766
45	2.275	0.937864
46	2.325	1.11877
47	2.375	1.1427
48	2.425	1.01487
49	2.475	1.27307
50	2.525	1.03593
51	2.575	1.00809
52	2.625	1.06244
53	2.675	1.16767
54	2.725	0.889453
55	2.775	1.03336
56	2.825	0.987136
57	2.875	1.03012
58	2.925	1.03241
59	2.975	1.01598
60	3.025	1.02615
61	3.075	1.00147
62	3.125	0.977827
63	3.175	1.15251
64	3.225	1.1094
65	3.275	0.942243
66	3.325	0.950107
67	3.375	0.824359
68	3.425	0.902221
69	3.475	1.07414
70	3.525	0.99265
71	3.575	0.9464
72	3.625	1.07187
73	3.675	1.10182
74	3.725	1.12405
75	3.775	0.960458
76	3.825	1.03885
77	3.875	1.12351
78	3.925	1.02792
79	3.975	1.01733
80	4.025	0.952916
81	4.075	0.944052
82	4.125	1.02419
83	4.175	0.990676
84	4.225	1.1011
85	4.275	0.997122
86	4.325	1.04227
87	4.375	0.989478
88	4.425	0.955052
89	4.475	0.941777
90	4.525	1.0299
91	4.575	0.977095
92	4.625	1.03793
93	4.675	0.943024
94	4.725	1.00872
95	4.775	0.93884
96	4.825	1.00152
97	4.875	1.00452
98	4.925	1.07281
99	4.975	1.00312
