# 1: Bin number
# 2: r
# 3: g(r)
0	0.025	0
1	0.075	0
2	0.125	0
3	0.175	0
4	0.225	0
5	0.275	0
6	0.325	0
7	0.375	0
8	0.425	0
9	0.475	0
10	0.525	0
11	0.575	0
12	0.625	0
13	0.675	0
14	0.725	0
15	0.775	0
16	0.825	0
17	0.875	0
18	0.925	0
19	0.975	0.502154
20	1.025	1.74174
21	1.075	4.19976
22	1.125	6.09797
23	1.175	5.41722
24	1.225	3.60551
25	1.275	3.08358
26	1.325	2.99124
27	1.375	2.44098
28	1.425	1.72412
29	1.475	2.23097
30	1.525	1.06065
31	1.575	1.76423
32	1.625	1.65734
33	1.675	1.1061
34	1.725	1.49751
35	1.775	1.28806
36	1.825	1.05121
37	1.875	1.44858
38	1.925	1.22399
39	1.975	1.10161
40	2.025	1.18372
41	2.075	1.33065
42	2.125	1.18067
43	2.175	1.09337
44	2.225	1.06085
45	2.275	1.07624
46	2.325	1.13349
47	2.375	1.21324
48	2.425	1.12313
49	2.475	0.974285
50	2.525	1.07338
51	2.575	0.828078
52	2.625	1.12019
53	2.675	1.05646
54	2.725	0.86802
55	2.775	1.0747
56	2.825	1.05693
57	2.875	1.03975
58	2.925	1.12542
59	2.975	1.03396
60	3.025	0.904405
61	3.075	1.10246
62	3.125	1.1245
63	3.175	0.923591
64	3.225	0.902826
65	3.275	1.0016
66	3.325	1.05807
67	3.375	1.01298
68	3.425	1.03789
69	3.475	1.04778
70	3.525	1.14635
71	3.575	0.977531
72	3.625	1.02342
73	3.675	1.13717
74	3.725	1.04376
75	3.775	0.887865
76	3.825	0.853927
77	3.875	0.916826
78	3.925	0.981428
79	3.975	1.12813
80	4.025	1.04133
81	4.075	1.14053
82	4.125	0.996131
83	4.175	0.990676
84	4.225	0.869293
85	4.275	1.09727
86	4.325	1.00823
87	4.375	0.993636
88	4.425	0.914411
89	4.475	0.937803
90	4.525	0.956057
91	4.575	0.90866
92	4.625	1.00072
93	4.675	1.03769
94	4.725	0.944557
95	4.775	0.949311
96	4.825	0.902393
97	4.875	1.02126
98	4.925	1.09577
99	4.975	1.00312
