# 1: Bin number
# 2: r
# 3: g(r)
0	0.025	0
1	0.075	0
2	0.125	0
3	0.175	0
4	0.225	0
5	0.275	0
6	0.325	0
7	0.375	0
8	0.425	0
9	0.475	0
10	0.525	0
11	0.575	0
12	0.625	0
13	0.675	0
14	0.725	0
15	0.775	0
16	0.825	0
17	0.875	0
18	0.925	0
19	0.975	0.334769
20	1.025	1.66602
21	1.075	3.99322
22	1.125	5.59505
23	1.175	5.82063
24	1.225	3.60551
25	1.275	3.03463
26	1.325	3.48978
27	1.375	2.14638
28	1.425	2.27271
29	1.475	1.60923
30	1.525	1.6423
31	1.575	1.70008
32	1.625	1.59707
33	1.675	1.36135
34	1.725	1.17661
35	1.775	1.28806
36	1.825	1.31401
37	1.875	0.973263
38	1.925	1.03073
39	1.975	1.24441
40	2.025	1.28074
41	2.075	0.997991
42	2.125	1.05731
43	2.175	1.16065
44	2.225	1.10908
45	2.275	0.968613
46	2.325	1.20709
47	2.375	1.02984
48	2.425	1.33963
49	2.475	0.948305
50	2.525	1.26059
51	2.575	0.912086
52	2.625	0.970058
53	2.675	1.12318
54	2.725	0.9859
55	2.775	1.00236
56	2.825	1.10679
57	2.875	1.07826
58	2.925	1.0045
59	2.975	1.05194
60	3.025	0.982671
61	3.075	1.06038
62	3.125	1.01042
63	3.175	0.978848
64	3.225	0.964034
65	3.275	1.00902
66	3.325	1.00769
67	3.375	1.09682
68	3.425	0.786899
69	3.475	1.0346
70	3.525	0.999055
71	3.575	0.977531
72	3.625	1.10214
73	3.675	1.01344
74	3.725	1.10111
75	3.775	1.05539
76	3.825	1.07149
77	3.875	1.00162
78	3.925	0.919443
79	3.975	1.06266
80	4.025	0.923444
81	4.075	1.05906
82	4.125	1.0429
83	4.175	1.02263
84	4.225	1.08773
85	4.275	1.05373
86	4.325	1.00398
87	4.375	0.952061
88	4.425	0.922539
89	4.475	0.88217
90	4.525	0.979375
91	4.575	1.02272
92	4.625	1.06397
93	4.675	0.983075
94	4.725	0.937429
95	4.775	1.00515
96	4.825	0.929738
97	4.875	0.991126
98	4.925	0.9547
99	4.975	1.1671
